SMILES,SENTENCE
CC(CC=C(C)C)(C=O)CC,"fresh,herbal,fruity,floral"
CC(CC)(C=O)CC=C(C)C,"fresh,herbal,fruity,floral"
CCC(CC=C(C)C)(C=O)C,"fresh,herbal,fruity,floral"
CC(C)=CCC(C)(CC)C=O,"fresh,herbal,fruity,floral"
C(C(C)(CC=C(C)C)C=O)C,"fresh,herbal,fruity,floral"
C(C(CC=C(C)C)(CC)C)=O,"fresh,herbal,fruity,floral"
C(C(CC=C(C)C)(C)CC)=O,"fresh,herbal,fruity,floral"
C(C(C)(C=O)CC=C(C)C)C,"fresh,herbal,fruity,floral"
C(C(CC=C(C)C)(C)C=O)C,"fresh,herbal,fruity,floral"
O=CC(CC)(C)CC=C(C)C,"fresh,herbal,fruity,floral"
O=CC(C)(CC=C(C)C)CC,"fresh,herbal,fruity,floral"
CC1C2(CC(CCC2CC(=O)C1)C(C)C)C,"woody,ethereal"
C1C2CCC(CC2(C(CC1=O)C)C)C(C)C,"woody,ethereal"
C12C(C)(C(CC(C1)=O)C)CC(C(C)C)CC2,"woody,ethereal"
CC(C)C1CCC2CC(=O)CC(C)C2(C1)C,"woody,ethereal"
C1(C2(C)CC(C(C)C)CCC2CC(=O)C1)C,"woody,ethereal"
C1(C(C)C)CCC2CC(CC(C2(C)C1)C)=O,"woody,ethereal"
O=C1CC(C2(C(C1)CCC(C(C)C)C2)C)C,"woody,ethereal"
C1C2(C)C(CC(=O)CC2C)CCC1C(C)C,"woody,ethereal"
C1(CC2C(C(C)C1)(C)CC(C(C)C)CC2)=O,"woody,ethereal"
C1CC(C(C)C)CC2(C)C1CC(=O)CC2C,"woody,ethereal"
C1C(CC2CCC(C(C)C)CC2(C)C1C)=O,"woody,ethereal"
C1(CCC2CC(CC(C2(C1)C)C)=O)C(C)C,"woody,ethereal"
C1C(CCC2CC(=O)CC(C21C)C)C(C)C,"woody,ethereal"
C1CC(C(C)C)CC2(C1CC(CC2C)=O)C,"woody,ethereal"
CC(C)C1CC2(C(C)CC(=O)CC2CC1)C,"woody,ethereal"
C1(C(C)C)CCC2CC(=O)CC(C)C2(C)C1,"woody,ethereal"
C1(CC(C)C2(C)CC(C(C)C)CCC2C1)=O,"woody,ethereal"
O=C1CC(C)C2(C(C1)CCC(C2)C(C)C)C,"woody,ethereal"
O=C1CC2C(C(C1)C)(CC(CC2)C(C)C)C,"woody,ethereal"
CC(C)C1CCC2CC(CC(C2(C)C1)C)=O,"woody,ethereal"
C1(C)C2(C)CC(C(C)C)CCC2CC(C1)=O,"woody,ethereal"
c1(C=O)ccc(C)cc1O,"almond,phenolic"
c1(C)cc(c(C=O)cc1)O,"almond,phenolic"
c1c(c(cc(c1)C)O)C=O,"almond,phenolic"
c1(cc(C)ccc1C=O)O,"almond,phenolic"
c1(c(O)cc(C)cc1)C=O,"almond,phenolic"
O=Cc1ccc(C)cc1O,"almond,phenolic"
Oc1c(C=O)ccc(c1)C,"almond,phenolic"
O=Cc1c(cc(cc1)C)O,"almond,phenolic"
c1c(C)cc(c(C=O)c1)O,"almond,phenolic"
c1c(C)ccc(C=O)c1O,"almond,phenolic"
O=Cc1c(cc(C)cc1)O,"almond,phenolic"
O=Cc1c(O)cc(cc1)C,"almond,phenolic"
c1cc(C=O)c(O)cc1C,"almond,phenolic"
C(=O)c1ccc(C)cc1O,"almond,phenolic"
c1(C)cc(c(cc1)C=O)O,"almond,phenolic"
c1(C=O)ccc(cc1O)C,"almond,phenolic"
c1(ccc(C=O)c(c1)O)C,"almond,phenolic"
c1(C)cc(O)c(cc1)C=O,"almond,phenolic"
c1c(cc(c(c1)C=O)O)C,"almond,phenolic"
Cc1ccc(C=O)c(c1)O,"almond,phenolic"
c1c(ccc(C=O)c1O)C,"almond,phenolic"
C(CC)CCCCCC,"chemical"
C(C)CCCCCCC,"chemical"
C(CCCCCC)CC,"chemical"
C(CCC)CCCCC,"chemical"
C(CCCC)CCCC,"chemical"
C(CCCCC)CCC,"chemical"
C(CCCCCCC)C,"chemical"
CCCCCCCCC,"chemical"
O(CCC)C(/C=C/C=C/CCCCC)=O,"melon,pear,green,waxy,tropicalfruit"
CCCOC(=O)/C=C/C=C/CCCCC,"melon,pear,green,waxy,tropicalfruit"
C(OC(/C=C/C=C/CCCCC)=O)CC,"melon,pear,green,waxy,tropicalfruit"
C(=C/CCCCC)\C=C\C(OCCC)=O,"melon,pear,green,waxy,tropicalfruit"
C(CC)OC(/C=C/C=C/CCCCC)=O,"melon,pear,green,waxy,tropicalfruit"
C(CC)CC/C=C/C=C/C(OCCC)=O,"melon,pear,green,waxy,tropicalfruit"
CCCCC/C=C/C=C/C(=O)OCCC,"melon,pear,green,waxy,tropicalfruit"
C(/C=C/CCCCC)=C\C(=O)OCCC,"melon,pear,green,waxy,tropicalfruit"
C(=C/CCCCC)\C=C\C(=O)OCCC,"melon,pear,green,waxy,tropicalfruit"
O(C(/C=C/C=C/CCCCC)=O)CCC,"melon,pear,green,waxy,tropicalfruit"
C(CC)CC/C=C/C=C/C(=O)OCCC,"melon,pear,green,waxy,tropicalfruit"
C(=C/C=C/CCCCC)\C(OCCC)=O,"melon,pear,green,waxy,tropicalfruit"
C(=C/C=C/C(=O)OCCC)\CCCCC,"melon,pear,green,waxy,tropicalfruit"
C(\C(OCCC)=O)=C/C=C/CCCCC,"melon,pear,green,waxy,tropicalfruit"
C(C)CCC/C=C/C=C/C(=O)OCCC,"melon,pear,green,waxy,tropicalfruit"
O=C(/C=C/C=C/CCCCC)OCCC,"melon,pear,green,waxy,tropicalfruit"
C(\C(=O)OCCC)=C/C=C/CCCCC,"melon,pear,green,waxy,tropicalfruit"
C1CCCCCCC2C(CCC1)COC2,"woody,ambery"
C1OCC2C1CCCCCCCCCC2,"woody,ambery"
C1C2COCC2CCCCCCCCC1,"woody,ambery"
C1CCC2COCC2CCCCCCC1,"woody,ambery"
C1CCCCCCCC2C(CC1)COC2,"woody,ambery"
C1C2C(CCCCCCCCCC2)CO1,"woody,ambery"
C1CC2C(COC2)CCCCCCCC1,"woody,ambery"
C1CCCC2COCC2CCCCCC1,"woody,ambery"
O1CC2C(CCCCCCCCCC2)C1,"woody,ambery"
O1CC2C(C1)CCCCCCCCCC2,"woody,ambery"
C1CC2COCC2CCCCCCCC1,"woody,ambery"
C1CCCCCC2C(CCCC1)COC2,"woody,ambery"
C1C2CCCCCCCCCCC2CO1,"woody,ambery"
C1CCCCCCCCCC2COCC21,"woody,ambery"
C12COCC1CCCCCCCCCC2,"woody,ambery"
C12C(CCCCCCCCCC2)COC1,"woody,ambery"
C1CCC2C(CCCCCCC1)COC2,"woody,ambery"
C12CCCCCCCCCCC2COC1,"woody,ambery"
C(CC)CCC(O)CCCCC,"oily,fermented,fruity"
C(O)(CCCCC)CCCCC,"oily,fermented,fruity"
C(CCC)CC(CCCCC)O,"oily,fermented,fruity"
C(CC)CCC(CCCCC)O,"oily,fermented,fruity"
C(CC(CCCCC)O)CCC,"oily,fermented,fruity"
C(CC(O)CCCCC)CCC,"oily,fermented,fruity"
C(C(CCCCC)O)CCCC,"oily,fermented,fruity"
C(CCCC(CCCCC)O)C,"oily,fermented,fruity"
C(CCC(CCCCC)O)CC,"oily,fermented,fruity"
OC(CCCCC)CCCCC,"oily,fermented,fruity"
C(CCC)CC(O)CCCCC,"oily,fermented,fruity"
CCCCCC(CCCCC)O,"oily,fermented,fruity"
C(C(C)C)c1cnccn1,"vegetable,fruity"
C(C)(C)Cc1cnccn1,"vegetable,fruity"
CC(Cc1cnccn1)C,"vegetable,fruity"
C(C)(Cc1nccnc1)C,"vegetable,fruity"
CC(Cc1nccnc1)C,"vegetable,fruity"
CC(C)Cc1cnccn1,"vegetable,fruity"
c1cncc(CC(C)C)n1,"vegetable,fruity"
C(Cc1cnccn1)(C)C,"vegetable,fruity"
n1ccnc(CC(C)C)c1,"vegetable,fruity"
c1ncc(CC(C)C)nc1,"vegetable,fruity"
c1(nccnc1)CC(C)C,"vegetable,fruity"
c1nc(cnc1)CC(C)C,"vegetable,fruity"
c1cnc(cn1)CC(C)C,"vegetable,fruity"
OCCCCSC,"vegetable,alliaceous,earthy"
C(CCCSC)O,"vegetable,alliaceous,earthy"
C(CCO)CSC,"vegetable,alliaceous,earthy"
C(CSC)CCO,"vegetable,alliaceous,earthy"
C(CCSC)CO,"vegetable,alliaceous,earthy"
C(CO)CCSC,"vegetable,alliaceous,earthy"
S(C)CCCCO,"vegetable,alliaceous,earthy"
CSCCCCO,"vegetable,alliaceous,earthy"
S(CCCCO)C,"vegetable,alliaceous,earthy"
C(SC)CCCO,"vegetable,alliaceous,earthy"
n1c(cncc1C)OCCC,"vegetable"
Cc1nc(cnc1)OCCC,"vegetable"
n1cc(OCCC)nc(c1)C,"vegetable"
c1ncc(nc1OCCC)C,"vegetable"
c1(OCCC)cncc(n1)C,"vegetable"
c1(C)cncc(OCCC)n1,"vegetable"
C(COc1cncc(C)n1)C,"vegetable"
c1ncc(nc1C)OCCC,"vegetable"
O(CCC)c1nc(cnc1)C,"vegetable"
C(Oc1cncc(n1)C)CC,"vegetable"
c1(cncc(OCCC)n1)C,"vegetable"
n1cc(C)nc(c1)OCCC,"vegetable"
Cc1cncc(n1)OCCC,"vegetable"
C(CC)Oc1nc(C)cnc1,"vegetable"
CCCOc1cncc(C)n1,"vegetable"
C(CC)Oc1cncc(n1)C,"vegetable"
c1(C)nc(cnc1)OCCC,"vegetable"
CC12OC1CC(CC2=O)C(C)=C,"fresh,mint"
O=C1C2(C(CC(C(C)=C)C1)O2)C,"fresh,mint"
C=C(C)C1CC2OC2(C)C(=O)C1,"fresh,mint"
CC(=C)C1CC2C(C(=O)C1)(C)O2,"fresh,mint"
C12C(O2)(C)C(=O)CC(C1)C(C)=C,"fresh,mint"
O=C1CC(C(=C)C)CC2OC12C,"fresh,mint"
O1C2CC(CC(C12C)=O)C(C)=C,"fresh,mint"
O1C2(C(CC(CC21)C(=C)C)=O)C,"fresh,mint"
C1C(C2(C(CC1C(=C)C)O2)C)=O,"fresh,mint"
CC12C(CC(C(C)=C)CC1O2)=O,"fresh,mint"
C=C(C1CC2C(C(C1)=O)(C)O2)C,"fresh,mint"
C(=C)(C1CC2OC2(C)C(=O)C1)C,"fresh,mint"
O1C2(C)C(CC(C(=C)C)CC21)=O,"fresh,mint"
O1C2(C1CC(CC2=O)C(C)=C)C,"fresh,mint"
CC(=C)C1CC(=O)C2(C(C1)O2)C,"fresh,mint"
C12(C)C(CC(CC2=O)C(C)=C)O1,"fresh,mint"
C(C1CC(=O)C2(OC2C1)C)(=C)C,"fresh,mint"
C1(C(C)=C)CC2OC2(C(=O)C1)C,"fresh,mint"
O1C2C1(C(CC(C(C)=C)C2)=O)C,"fresh,mint"
C12OC1(C(CC(C2)C(C)=C)=O)C,"fresh,mint"
C=C(C1CC(=O)C2(OC2C1)C)C,"fresh,mint"
O=C(C(=O)C)C(C)C,"caramellic,fruity"
C(C(=O)C(=O)C)(C)C,"caramellic,fruity"
O=C(C(C)C)C(=O)C,"caramellic,fruity"
O=C(C(C)=O)C(C)C,"caramellic,fruity"
CC(C)C(C(=O)C)=O,"caramellic,fruity"
O=C(C(C)C)C(C)=O,"caramellic,fruity"
CC(C(=O)C(C)C)=O,"caramellic,fruity"
CC(C(=O)C(C)=O)C,"caramellic,fruity"
CC(=O)C(C(C)C)=O,"caramellic,fruity"
C(C)(=O)C(=O)C(C)C,"caramellic,fruity"
C(C)(C)C(=O)C(=O)C,"caramellic,fruity"
CC(C(=O)C(=O)C)C,"caramellic,fruity"
C(C(=O)C)(=O)C(C)C,"caramellic,fruity"
O=C(C)C(C(C)C)=O,"caramellic,fruity"
O=C(C)C(=O)C(C)C,"caramellic,fruity"
C(=O)(C(=O)C)C(C)C,"caramellic,fruity"
C(=O)(C(=O)C(C)C)C,"caramellic,fruity"
CC(C(C(C)C)=O)=O,"caramellic,fruity"
C(C(C)C)(=O)C(=O)C,"caramellic,fruity"
CC1C(C)CC(=O)C1=O,"syrup,resinous,burnt"
C1(C)C(C(CC1C)=O)=O,"syrup,resinous,burnt"
C1(=O)C(=O)CC(C)C1C,"syrup,resinous,burnt"
CC1C(=O)C(=O)CC1C,"syrup,resinous,burnt"
C1(C(C)C(C)CC1=O)=O,"syrup,resinous,burnt"
CC1CC(=O)C(=O)C1C,"syrup,resinous,burnt"
C1(C(=O)C(CC1C)=O)C,"syrup,resinous,burnt"
C1(C)C(=O)C(=O)CC1C,"syrup,resinous,burnt"
CC1CC(=O)C(C1C)=O,"syrup,resinous,burnt"
O=C1C(C(C)C(C1)C)=O,"syrup,resinous,burnt"
C1C(C(C)C(=O)C1=O)C,"syrup,resinous,burnt"
O=C1CC(C(C)C1=O)C,"syrup,resinous,burnt"
O=C1C(C(C)C(C)C1)=O,"syrup,resinous,burnt"
O=C1C(C)C(C)CC1=O,"syrup,resinous,burnt"
CC1CC(C(C1C)=O)=O,"syrup,resinous,burnt"
CC1C(C(CC1C)=O)=O,"syrup,resinous,burnt"
C1(C(=O)C(C)C(C1)C)=O,"syrup,resinous,burnt"
C1(C)C(C)C(=O)C(C1)=O,"syrup,resinous,burnt"
CC1C(CC(C1=O)=O)C,"syrup,resinous,burnt"
S(CC(=O)OC)C,"sulfuric,cooked,earthy,nut,tropicalfruit"
CSCC(OC)=O,"sulfuric,cooked,earthy,nut,tropicalfruit"
O=C(CSC)OC,"sulfuric,cooked,earthy,nut,tropicalfruit"
C(C(OC)=O)SC,"sulfuric,cooked,earthy,nut,tropicalfruit"
O(C(CSC)=O)C,"sulfuric,cooked,earthy,nut,tropicalfruit"
C(=O)(CSC)OC,"sulfuric,cooked,earthy,nut,tropicalfruit"
O(C(=O)CSC)C,"sulfuric,cooked,earthy,nut,tropicalfruit"
O(C)C(CSC)=O,"sulfuric,cooked,earthy,nut,tropicalfruit"
COC(=O)CSC,"sulfuric,cooked,earthy,nut,tropicalfruit"
S(C)CC(OC)=O,"sulfuric,cooked,earthy,nut,tropicalfruit"
COC(CSC)=O,"sulfuric,cooked,earthy,nut,tropicalfruit"
C(OC)(CSC)=O,"sulfuric,cooked,earthy,nut,tropicalfruit"
S(C)CC(=O)OC,"sulfuric,cooked,earthy,nut,tropicalfruit"
C(OC)(=O)CSC,"sulfuric,cooked,earthy,nut,tropicalfruit"
c1cc2ccn(/C=C/C(C)CCCC(C)(O)C)c2cc1,"lily,animalic"
OC(CCCC(/C=C/n1ccc2ccccc12)C)(C)C,"lily,animalic"
c12c(ccn2/C=C/C(CCCC(C)(C)O)C)cccc1,"lily,animalic"
CC(C)(O)CCCC(C)/C=C/n1ccc2c1cccc2,"lily,animalic"
OC(C)(CCCC(C)/C=C/n1ccc2ccccc12)C,"lily,animalic"
c1c2c(ccn2/C=C/C(C)CCCC(C)(O)C)ccc1,"lily,animalic"
C(C(C)/C=C/n1c2c(cc1)cccc2)CCC(C)(C)O,"lily,animalic"
OC(C)(CCCC(/C=C/n1c2c(cc1)cccc2)C)C,"lily,animalic"
c12c(ccn1/C=C/C(C)CCCC(C)(C)O)cccc2,"lily,animalic"
c1cc2n(ccc2cc1)/C=C/C(C)CCCC(C)(O)C,"lily,animalic"
C(\n1c2c(cccc2)cc1)=C/C(C)CCCC(O)(C)C,"lily,animalic"
CC(CCCC(C)(O)C)/C=C/n1c2ccccc2cc1,"lily,animalic"
CC(/C=C/n1ccc2c1cccc2)CCCC(O)(C)C,"lily,animalic"
c1c2c(ccc1)n(/C=C/C(C)CCCC(C)(O)C)cc2,"lily,animalic"
n1(ccc2ccccc12)/C=C/C(C)CCCC(C)(O)C,"lily,animalic"
CC(C)(O)CCCC(C)/C=C/n1c2c(cc1)cccc2,"lily,animalic"
C(=C/C(C)CCCC(C)(C)O)\n1ccc2c1cccc2,"lily,animalic"
C(CCC(C)/C=C/n1c2ccccc2cc1)C(O)(C)C,"lily,animalic"
CC(CCCC(O)(C)C)/C=C/n1c2c(cccc2)cc1,"lily,animalic"
c1c2c(ccc1)n(/C=C/C(C)CCCC(O)(C)C)cc2,"lily,animalic"
c1c(c(O)c(cc1C=C)OC)OC,"phenolic,animalic,leather"
c1(OC)cc(C=C)cc(c1O)OC,"phenolic,animalic,leather"
c1(C=C)cc(OC)c(c(OC)c1)O,"phenolic,animalic,leather"
COc1c(O)c(cc(c1)C=C)OC,"phenolic,animalic,leather"
c1(c(c(OC)cc(c1)C=C)O)OC,"phenolic,animalic,leather"
COc1cc(C=C)cc(c1O)OC,"phenolic,animalic,leather"
c1c(OC)c(O)c(cc1C=C)OC,"phenolic,animalic,leather"
COc1c(c(cc(c1)C=C)OC)O,"phenolic,animalic,leather"
c1(c(c(cc(C=C)c1)OC)O)OC,"phenolic,animalic,leather"
c1(c(OC)cc(C=C)cc1OC)O,"phenolic,animalic,leather"
c1(c(OC)cc(cc1OC)C=C)O,"phenolic,animalic,leather"
C=Cc1cc(c(c(c1)OC)O)OC,"phenolic,animalic,leather"
COc1cc(cc(OC)c1O)C=C,"phenolic,animalic,leather"
O(C)c1c(O)c(cc(c1)C=C)OC,"phenolic,animalic,leather"
COc1c(O)c(cc(C=C)c1)OC,"phenolic,animalic,leather"
C(=C)c1cc(c(c(c1)OC)O)OC,"phenolic,animalic,leather"
COc1c(O)c(OC)cc(C=C)c1,"phenolic,animalic,leather"
COc1cc(C=C)cc(OC)c1O,"phenolic,animalic,leather"
s1c(CS)ccc1,"coffee,seafood"
c1csc(c1)CS,"coffee,seafood"
C(S)c1cccs1,"coffee,seafood"
c1(sccc1)CS,"coffee,seafood"
c1sc(CS)cc1,"coffee,seafood"
c1c(scc1)CS,"coffee,seafood"
s1cccc1CS,"coffee,seafood"
c1(CS)sccc1,"coffee,seafood"
C(S)c1sccc1,"coffee,seafood"
c1csc(CS)c1,"coffee,seafood"
SCc1sccc1,"coffee,seafood"
c1ccc(s1)CS,"coffee,seafood"
c1sc(cc1)CS,"coffee,seafood"
c1ccsc1CS,"coffee,seafood"
C(c1sccc1)S,"coffee,seafood"
c1cc(CS)sc1,"coffee,seafood"
C1C(CCC(C2CCCCC2)C1)=O,"violetflower,woody,fresh"
C1CC(=O)CCC1C1CCCCC1,"violetflower,woody,fresh"
C1CCCC(C1)C1CCC(=O)CC1,"violetflower,woody,fresh"
C1(CCCCC1)C1CCC(=O)CC1,"violetflower,woody,fresh"
O=C1CCC(C2CCCCC2)CC1,"violetflower,woody,fresh"
C1CC(CCC1=O)C1CCCCC1,"violetflower,woody,fresh"
C1CCCCC1C1CCC(=O)CC1,"violetflower,woody,fresh"
C1CC(C2CCC(CC2)=O)CCC1,"violetflower,woody,fresh"
C1(C2CCC(=O)CC2)CCCCC1,"violetflower,woody,fresh"
C1CC(CCC1)C1CCC(=O)CC1,"violetflower,woody,fresh"
C1(CCC(=O)CC1)C1CCCCC1,"violetflower,woody,fresh"
C1(CCC(C2CCCCC2)CC1)=O,"violetflower,woody,fresh"
C1C(=O)CCC(C1)C1CCCCC1,"violetflower,woody,fresh"
C1CCC(C2CCC(=O)CC2)CC1,"violetflower,woody,fresh"
C1C(CCC(=O)C1)C1CCCCC1,"violetflower,woody,fresh"
C1(=O)CCC(C2CCCCC2)CC1,"violetflower,woody,fresh"
C1CCC(CC1)C1CCC(=O)CC1,"violetflower,woody,fresh"
C1C(C2CCC(=O)CC2)CCCC1,"violetflower,woody,fresh"
CCc1nc(c(C)s1)C,"burnt,nut,cacao"
c1(c(C)sc(n1)CC)C,"burnt,nut,cacao"
n1c(c(sc1CC)C)C,"burnt,nut,cacao"
C(c1sc(C)c(C)n1)C,"burnt,nut,cacao"
C(c1sc(C)c(n1)C)C,"burnt,nut,cacao"
Cc1sc(CC)nc1C,"burnt,nut,cacao"
s1c(c(nc1CC)C)C,"burnt,nut,cacao"
c1(CC)sc(C)c(n1)C,"burnt,nut,cacao"
c1(c(C)nc(CC)s1)C,"burnt,nut,cacao"
c1(c(nc(s1)CC)C)C,"burnt,nut,cacao"
CCc1nc(C)c(C)s1,"burnt,nut,cacao"
Cc1nc(CC)sc1C,"burnt,nut,cacao"
Cc1c(sc(CC)n1)C,"burnt,nut,cacao"
c1(sc(C)c(n1)C)CC,"burnt,nut,cacao"
c1(CC)nc(c(C)s1)C,"burnt,nut,cacao"
s1c(nc(c1C)C)CC,"burnt,nut,cacao"
c1(sc(nc1C)CC)C,"burnt,nut,cacao"
CCc1sc(C)c(C)n1,"burnt,nut,cacao"
c1(C)c(sc(CC)n1)C,"burnt,nut,cacao"
C(C(C)CCC)(=O)OCCCC,"apple,fatty"
CC(C(=O)OCCCC)CCC,"apple,fatty"
C(CC)COC(=O)C(C)CCC,"apple,fatty"
CCCCOC(C(CCC)C)=O,"apple,fatty"
C(CCC)(C(=O)OCCCC)C,"apple,fatty"
CCCCOC(C(C)CCC)=O,"apple,fatty"
C(CC)COC(C(C)CCC)=O,"apple,fatty"
C(=O)(C(C)CCC)OCCCC,"apple,fatty"
O=C(C(C)CCC)OCCCC,"apple,fatty"
C(CCOC(=O)C(CCC)C)C,"apple,fatty"
C(CC)COC(C(CCC)C)=O,"apple,fatty"
C(C(C)C(=O)OCCCC)CC,"apple,fatty"
O=C(OCCCC)C(CCC)C,"apple,fatty"
CCCCOC(=O)C(CCC)C,"apple,fatty"
C(CCOC(C(C)CCC)=O)C,"apple,fatty"
C(CCC)(C(OCCCC)=O)C,"apple,fatty"
CCCC(C(=O)OCCCC)C,"apple,fatty"
C(C(C)C(OCCCC)=O)CC,"apple,fatty"
C(C)CCOC(=O)C(C)CCC,"apple,fatty"
C1[C@H]2[C@H](CC=C(C2)C(=O)C)C=C1,"green,melon,floral"
C1[C@@H]2C=CC[C@@H]2CC(C(=O)C)=C1,"green,melon,floral"
[C@H]12[C@@H](CC(=CC2)C(C)=O)CC=C1,"green,melon,floral"
C1C[C@H]2[C@@H](C=1)CC=C(C2)C(C)=O,"green,melon,floral"
C1(C(=O)C)C[C@@H]2[C@@H](C=CC2)CC=1,"green,melon,floral"
C1(=CC[C@@H]2C=CC[C@@H]2C1)C(=O)C,"green,melon,floral"
CC(=O)C1C[C@H]2CC=C[C@H]2CC=1,"green,melon,floral"
[C@@H]12CC=C[C@H]2CC=C(C1)C(=O)C,"green,melon,floral"
[C@@H]12[C@@H](C=CC1)CC=C(C2)C(C)=O,"green,melon,floral"
C1=C[C@@H]2[C@@H](CC(=CC2)C(C)=O)C1,"green,melon,floral"
O=C(C1=CC[C@H]2[C@@H](C1)CC=C2)C,"green,melon,floral"
C(=O)(C1=CC[C@@H]2C=CC[C@@H]2C1)C,"green,melon,floral"
O=C(C)C1=CC[C@@H]2C=CC[C@@H]2C1,"green,melon,floral"
CC(=O)C1C[C@@H]2[C@@H](C=CC2)CC=1,"green,melon,floral"
C1[C@H]2[C@H](CC=C(C(=O)C)C2)C=C1,"green,melon,floral"
CC(=O)C1=CC[C@@H]2C=CC[C@@H]2C1,"green,melon,floral"
C1C(C(=O)C)=CC[C@@H]2C=CC[C@H]12,"green,melon,floral"
C1=C[C@H]2CC=C(C[C@H]2C1)C(C)=O,"green,melon,floral"
C1(C(=O)C)C[C@@H]2[C@H](CC=1)C=CC2,"green,melon,floral"
O=C(C1C[C@H]2CC=C[C@H]2CC=1)C,"green,melon,floral"
CC(=C)[C@H]1C[C@H](C(=CC1)C)O,"fresh,mint,musk"
C1(C)=CC[C@@H](C(=C)C)C[C@H]1O,"fresh,mint,musk"
CC1=CC[C@@H](C(=C)C)C[C@H]1O,"fresh,mint,musk"
C1[C@@H](O)C(C)=CC[C@H]1C(C)=C,"fresh,mint,musk"
[C@H]1(CC=C([C@H](O)C1)C)C(C)=C,"fresh,mint,musk"
C(=C)([C@@H]1CC=C(C)[C@@H](C1)O)C,"fresh,mint,musk"
C1(=CC[C@@H](C(=C)C)C[C@H]1O)C,"fresh,mint,musk"
CC(=C)[C@@H]1CC=C([C@@H](C1)O)C,"fresh,mint,musk"
C1[C@H](C(C)=CC[C@H]1C(=C)C)O,"fresh,mint,musk"
CC1=CC[C@@H](C(C)=C)C[C@H]1O,"fresh,mint,musk"
CC1=CC[C@H](C[C@H]1O)C(=C)C,"fresh,mint,musk"
C=C([C@H]1C[C@H](C(C)=CC1)O)C,"fresh,mint,musk"
C1(C)[C@H](O)C[C@H](C(=C)C)CC=1,"fresh,mint,musk"
C1(=CC[C@@H](C(C)=C)C[C@H]1O)C,"fresh,mint,musk"
C([C@@H]1CC=C([C@H](O)C1)C)(C)=C,"fresh,mint,musk"
C1(C)[C@@H](C[C@H](C(=C)C)CC=1)O,"fresh,mint,musk"
C(C)([C@@H]1CC=C([C@@H](C1)O)C)=C,"fresh,mint,musk"
CC1=CC[C@H](C[C@H]1O)C(C)=C,"fresh,mint,musk"
[C@@H]1(C(=CC[C@@H](C(=C)C)C1)C)O,"fresh,mint,musk"
O[C@H]1C(=CC[C@@H](C(C)=C)C1)C,"fresh,mint,musk"
O(C(=O)/C(C)=C/C)CC,"fruity,herbal,animalic,caramellic"
O=C(/C(C)=C/C)OCC,"fruity,herbal,animalic,caramellic"
C(\C)(=C\C)C(=O)OCC,"fruity,herbal,animalic,caramellic"
C(C)OC(/C(C)=C/C)=O,"fruity,herbal,animalic,caramellic"
C(C)OC(=O)/C(=C/C)C,"fruity,herbal,animalic,caramellic"
C(/C(C)=C/C)(=O)OCC,"fruity,herbal,animalic,caramellic"
C(=O)(/C(C)=C/C)OCC,"fruity,herbal,animalic,caramellic"
C(\C)=C(\C)C(=O)OCC,"fruity,herbal,animalic,caramellic"
C(OC(/C(=C/C)C)=O)C,"fruity,herbal,animalic,caramellic"
C(=O)(OCC)/C(=C/C)C,"fruity,herbal,animalic,caramellic"
CCOC(/C(=C/C)C)=O,"fruity,herbal,animalic,caramellic"
C/C=C(\C)C(=O)OCC,"fruity,herbal,animalic,caramellic"
C/C=C(/C(=O)OCC)C,"fruity,herbal,animalic,caramellic"
C(\C)(=C\C)C(OCC)=O,"fruity,herbal,animalic,caramellic"
C/C(=C\C)C(=O)OCC,"fruity,herbal,animalic,caramellic"
O(C(/C(=C/C)C)=O)CC,"fruity,herbal,animalic,caramellic"
CCOC(=O)/C(=C/C)/C,"fruity,herbal,animalic,caramellic"
O(CC)C(=O)/C(C)=C/C,"fruity,herbal,animalic,caramellic"
C(\C(OCC)=O)(=C/C)C,"fruity,herbal,animalic,caramellic"
C(C(OC/C=C/c1ccccc1)=O)C(C)C,"blueberry,spicy,melon,cherry,apple"
c1ccccc1/C=C/COC(CC(C)C)=O,"blueberry,spicy,melon,cherry,apple"
C(OC(=O)CC(C)C)/C=C/c1ccccc1,"blueberry,spicy,melon,cherry,apple"
C(C)(CC(OC/C=C/c1ccccc1)=O)C,"blueberry,spicy,melon,cherry,apple"
C(\c1ccccc1)=C/COC(=O)CC(C)C,"blueberry,spicy,melon,cherry,apple"
CC(CC(=O)OC/C=C/c1ccccc1)C,"blueberry,spicy,melon,cherry,apple"
O=C(CC(C)C)OC/C=C/c1ccccc1,"blueberry,spicy,melon,cherry,apple"
C(/C=C/c1ccccc1)OC(=O)CC(C)C,"blueberry,spicy,melon,cherry,apple"
CC(C)CC(OC/C=C/c1ccccc1)=O,"blueberry,spicy,melon,cherry,apple"
c1cccc(c1)/C=C/COC(CC(C)C)=O,"blueberry,spicy,melon,cherry,apple"
O(C(CC(C)C)=O)C/C=C/c1ccccc1,"blueberry,spicy,melon,cherry,apple"
CC(C)CC(=O)OC/C=C/c1ccccc1,"blueberry,spicy,melon,cherry,apple"
c1(ccccc1)/C=C/COC(=O)CC(C)C,"blueberry,spicy,melon,cherry,apple"
c1ccc(/C=C/COC(CC(C)C)=O)cc1,"blueberry,spicy,melon,cherry,apple"
C(=C/COC(CC(C)C)=O)\c1ccccc1,"blueberry,spicy,melon,cherry,apple"
